4499	25
28.0784	13.939	87.6339	20.0778	63.0027	70.0182	59.5551	8.80629	94.8241	1.50431	473.996	165.433	163.807	161.396	140.468	129.395	173.246	29.13	7.02796	124.702	122.926	51.7155	90.4672	129.585	8.80556	250.403
27.9566	12.7524	87.0508	19.9588	63.0089	70.0072	59.0905	8.83917	94.3846	1.50106	470.098	165.335	163.71	161.315	139.512	129.208	173.193	28.88	6.98564	124.687	122.891	51.9113	90.3614	129.603	8.84713	440.083
25.4314	23.0353	88.3288	21.9837	74.9958	73.9756	62.8899	9.71685	105.477	2.00514	498.911	168.047	166.499	164.132	147.307	132.603	177.262	28.7344	6.54551	127.947	126.616	62.0802	87.2438	127.784	9.72239	292.664
28.5034	36.7104	87.5946	20.5553	75.0111	67.1301	59.0911	5.7899	105.496	1.99368	468.923	168.284	166.655	164.436	151.254	133.269	133.582	24.289	4.40964	128.018	126.657	81.8762	83.4647	126.768	5.78873	100.868
23.0341	46.5804	79.3898	18.674	80.3142	69.4903	56.3555	8.22908	101.016	4.64599	447.472	167.473	166.355	164.114	141.167	131.966	134.713	18.0198	3.78747	129.22	128.121	85.4466	95.5293	125.762	8.22908	435.774
20.9796	41.5223	73.3207	21.4919	79.9852	63.5003	52.3412	5.30553	99.7309	5.99855	415.119	167.401	166.115	163.253	146.001	132.201	134.155	15.2994	0.325566	128.963	128.004	168.926	92.7637	116.29	5.30553	288.503
28.0743	28.4908	106.417	27.381	79.9783	91.6922	78.3439	11.9749	117.865	2.00107	619.264	171.84	170.136	163.884	136.844	133.588	136.616	29.9668	3.88132	130.125	128.475	175.849	97.9885	125.964	11.9746	403.961
28.0049	36.3381	104.717	27.9943	75.0027	97.9832	76.711	20.0575	124.321	3.24662	608.435	172.056	170.177	163.921	138.046	133.571	180.487	29.9936	10.2744	129.008	127.145	54.6826	89.4089	128.907	20.0556	334.823
28.0274	31.8431	102.277	28.8188	78.1752	90.9577	74.2494	12.2799	126.366	1.98948	588.724	172.259	169.901	160.313	137.657	133.607	179.117	29.9936	9.64795	127.805	125.929	53.3846	87.787	121.712	12.2885	430.034
26.503	27.6708	93.8154	21.29	62.999	76.9551	67.3146	8.46662	99.5997	1.50383	535.672	166.523	164.767	160.772	136.736	129.389	173.676	29.9936	7.82263	125.252	123.26	54.5532	92.0236	128.432	8.44686	338.68
23.869	27.253	93.6753	24.541	80.0029	80.9798	69.8063	9.92189	110.554	2.0054	553.122	169.89	168.363	163.459	138.294	132.666	134.994	24.737	5.16276	129.5	128.073	173.586	89.9989	124.537	9.92189	323.202
24.9808	21.6955	85.6635	20.4864	74.9998	75.6625	60.6814	13.1284	103.609	2.49057	481.343	168.163	166.574	164.055	146.235	132.471	177.41	27.4737	5.99341	127.893	126.559	52.1745	87.4046	128.215	13.1413	280.367
28.3042	33.4423	104.558	29.2721	79.9911	86.9757	76.2534	9.63841	118.722	2.00349	603.284	171.823	170.129	163.982	136.456	133.312	134.994	27.8019	4.25036	130.044	128.369	175.07	89.1127	125.94	9.63841	186.881
23.9857	21.4398	100.048	26.7065	75.0006	90.9142	76.0622	12.7482	118.223	2.99785	602.814	170.679	168.899	164.16	139.047	132.835	183.48	29.9936	7.00965	128.78	127.09	110.002	86.911	128.501	12.7482	423.5
27.3393	26.6459	97.225	22.7577	57.0066	80.0094	69.8831	8.98741	99.1114	1.50655	555.783	166.33	164.261	158.186	132.795	128.343	172.596	29.9936	8.24223	123.966	121.378	50.8415	90.6137	126.837	8.99043	292.812
27.6149	32.7324	104.057	27.3442	74.9868	91.0127	76.4447	13.2549	117.146	1.99147	605.738	170.866	169.053	164.014	138.204	132.927	178.295	29.9936	7.69504	128.777	126.94	52.3141	92.4068	129.456	13.243	419.608
25.4814	64.5245	101	24.4412	80.0055	90.9965	75.5209	11.4249	116.192	3.99475	597.49	171.008	169.365	163.727	138.7	133.433	136.727	28.4766	5.30191	130.086	128.424	89.1196	94.5235	131.639	11.4255	433.271
25.991	36.9496	105.074	27.2082	75.0121	96.0269	79.0827	15.3183	121.132	2.49645	627.563	171.849	169.977	164.161	138.056	133.279	180.16	29.9936	8.25266	128.956	127.099	48.2627	88.4181	129.459	15.3183	405.396
26.4863	36.4635	108.164	28.0427	75.0038	99.0757	81.6783	15.8237	125.615	2.49775	648.051	172.507	170.783	164.089	137.954	133.617	180.466	29.9936	8.8511	129.212	127.214	50.1836	89.4886	129.1	15.8243	424.241
28.4387	10.8297	104.343	25.3473	75.0197	90.1176	75.9083	13.7044	117.533	1.49678	601.142	171.225	169.314	164.207	137.982	132.931	178.477	29.9936	10.3026	128.84	126.962	54.2602	92.1208	129.923	13.7137	305.556
23.0182	31.4619	75.2297	19.9783	79.9879	63.5346	52.2116	5.29215	99.1022	5.99478	414.045	167.596	166.32	164.133	139.515	131.141	134.038	16.6577	2.97147	128.961	127.963	168.823	94.7078	117.882	5.29215	198.219
21.9668	32.8303	74.1604	19.7788	79.9996	63.5314	52.1938	5.43042	99.5656	5.99241	413.892	167.409	166.17	164.149	140.748	131.214	134.104	19.9118	3.92941	128.905	128.043	168.766	95.4369	118.291	5.43042	244.461
20.9878	42.414	72.2614	20.1505	80.0082	63.5134	51.2738	6.54892	98.3179	5.99604	406.239	167.288	166.092	164.244	152.492	133.211	134.261	13.422	0.091123	128.837	127.88	168.554	92.6542	117.222	6.54892	462.795
24.0731	28.7291	79.0382	20.8368	80.0278	65.4275	54.9651	6.10357	103.476	5.00177	436.183	167.976	166.655	164.213	142.003	131.904	134.383	20.8721	2.56663	129.092	128.111	169.351	95.5195	118.289	6.10357	216.08
21.6373	47.5559	74.9737	18.556	79.9785	66.0326	53.3367	7.18084	100.042	5.99807	423.062	167.702	166.443	164.59	146.533	132.343	134.382	20.1568	3.21379	128.954	127.958	168.939	94.4169	117.809	7.18084	485.33
27.1498	24.048	91.4454	21.8583	57.0077	74.0564	64.3059	8.5654	94.5764	1.50738	512.552	164.917	163.084	158.025	132.511	127.647	171.894	29.9936	7.58926	123.504	121.238	55.0443	90.3651	127.863	8.55246	272.147
27.2495	8.29427	86.2599	19.8514	63.0073	70.0456	59.0035	9.82659	96.056	1.50305	469.782	165.483	163.846	161.761	144.716	130.021	173.376	29.9901	9.1687	124.663	122.949	55.0345	90.3024	127.537	9.8245	311.252
23.6247	62.3031	92.7554	22.6122	79.9948	83.0316	69.1306	10.3237	110.579	3.99618	547.305	169.654	168.218	163.948	141.425	133.052	136.004	24.8255	4.7672	129.565	128.116	87.8847	92.8353	127.925	10.3237	477.278
27.4918	17.1686	100.685	23.9444	75.0063	85.0471	73.191	10.3825	114.757	2.00263	580.273	170.25	168.506	164.106	138.992	132.529	177.893	29.9931	6.42037	128.603	126.905	48.4551	90.7341	128.77	10.398	325.184
23.7404	25.6294	95.9406	24.5941	75.0085	86.0987	72.2004	12.6687	112.081	1.99117	572.213	169.63	167.914	164.095	140.254	132.552	135.564	29.7093	5.90428	128.324	126.744	108.653	84.6947	129.649	12.6687	335.58
26.5936	23.8072	104.326	27.383	74.9908	94.0823	77.7343	14.1642	122.851	2.99871	616.417	171.964	170.01	164.153	137.757	133.097	180.043	29.9936	9.13638	128.958	127.184	53.1047	89.6693	128.593	14.1626	315.756
26.1037	40.9764	104.701	25.4411	74.985	97.9866	78.5929	18.0278	121.576	2.48716	623.196	171.858	169.917	164.172	138.249	133.425	179.33	29.9936	8.94586	128.891	127.073	56.1103	90.4778	130.398	18.0347	473.45
25.983	20.9355	102.246	26.659	74.9939	92.5151	76.2642	14.6379	119.931	2.49866	604.687	171.396	169.493	164.089	138.24	132.957	179.968	29.9936	8.27359	128.85	127.175	53.4285	89.1049	129.68	14.6335	299.99
29.016	35.0059	83.7695	21.3305	75.0005	61.7099	54.7534	4.41064	105.586	2.49001	434.955	167.807	166.202	163.864	144.859	131.736	133.159	27.374	5.5342	127.993	126.684	79.7107	83.472	123.413	4.41064	75.3558
26.0124	18.5356	82.1561	21.1732	80.019	64.9866	56.1433	7.62492	101.269	1.99009	444.71	167.939	166.631	164.13	139.306	131.695	134.559	20.4616	3.48234	129.03	127.892	171.084	92.5655	122.526	7.62136	155.021
28.3332	27.6557	101.987	27.7844	79.9873	84.0043	73.6534	10.2831	116.207	2.00583	582.792	171.242	169.626	163.786	136.997	133.158	134.994	28.279	4.50111	130.016	128.366	174.575	88.6712	126.686	10.2841	209.785
28.0832	39.3247	104.635	25.6841	56.5211	87.9771	76.555	10.848	106.465	1.50565	608.721	167.921	165.701	157.726	132.912	129.246	173.691	29.9936	9.68056	124.762	121.791	56.6039	93.1038	128.054	10.8596	450.365
23.7242	63.2098	94.1701	22.9251	79.9887	84.6182	70.446	10.5223	112.721	3.99739	557.581	169.97	168.474	163.946	140.544	133.101	136.159	25.5089	4.91554	129.695	128.286	87.3822	92.9232	127.943	10.5223	461.572
27.2424	32.3678	103.678	27.1126	75.0049	90.9746	76.4377	13.3505	117.602	1.99204	605.635	170.79	169.017	164.123	138.539	132.909	178.257	29.9936	8.31845	128.809	127.014	54.6521	93.3561	129.613	13.3454	413.495
27.4484	32.8786	102.258	26.9602	74.9773	96.9818	74.8094	20.1931	118.444	2.99581	592.373	170.943	169.18	164.074	138.95	133.57	180.467	29.9936	8.08914	128.876	126.948	43.9114	88.2334	130.096	20.1931	443.077
28.4995	26.5172	106.326	26.1717	79.9794	95.2123	77.827	12.5739	120.945	4.99062	615.475	172.118	170.29	163.929	137.601	133.897	138.305	29.8477	5.41445	130.392	128.695	94.816	96.4204	133.471	12.5739	339.322
