180	1
0.788934	2.59543
0.246071	0.32609
0.0926847	0.102152
0.823359	2.89742
0.0451979	0.0473375
0.461287	0.838393
0.998657	4.97989
0.938658	4.15175
0.734855	2.1776
0.68041	1.81853
-0.706656	-0.487022
-0.251198	-0.200967
-0.431257	-0.305808
-0.658071	-0.445871
0.947508	4.26561
0.483627	0.911804
0.43321	0.752661
-0.938231	-0.835992
0.290078	0.407767
0.625416	1.50987
0.471847	0.872494
0.636341	1.56725
-0.750725	-0.531059
0.437788	0.766166
-0.249855	-0.200102
0.299661	0.426847
0.830866	2.96732
0.779351	2.51655
-0.935667	-0.830037
0.546983	1.1483
-0.102268	-0.0927803
-0.984863	-0.955939
-0.542772	-0.368389
-0.16306	-0.140216
-0.686819	-0.469396
0.838069	3.03579
0.00338755	0.00339907
-0.514267	-0.351831
0.508957	1.00109
0.813044	2.80379
-0.573046	-0.386802
-0.935789	-0.830319
0.542344	1.12944
-0.543504	-0.368823
0.113193	0.127639
0.612781	1.44579
0.704031	1.9673
-0.336772	-0.25302
0.0778527	0.0844252
0.983581	4.75904
0.738701	2.2052
0.293741	0.415001
-0.544542	-0.369439
0.625599	1.51081
-0.257912	-0.205266
-0.266213	-0.210525
-0.930052	-0.81721
0.122593	0.139718
-0.20426	-0.169675
-0.76043	-0.541791
-0.350139	-0.2607
0.798029	2.67234
-0.597034	-0.402197
0.880367	3.46727
-0.74987	-0.530133
0.69866	1.93256
0.787896	2.58679
-0.10886	-0.098174
-0.555773	-0.376175
0.269509	0.368418
0.120151	0.136556
0.248085	0.329627
-0.152684	-0.132471
-0.96704	-0.907392
0.728263	2.13102
-0.720756	-0.500332
-0.465194	-0.324413
-0.416059	-0.297478
0.363323	0.567042
0.122898	0.140114
0.917661	3.89241
0.214454	0.272875
0.576464	1.27443
-0.154576	-0.133893
0.636769	1.56954
0.478927	0.895958
-0.728446	-0.507889
0.0330515	0.0341813
-0.959838	-0.888748
-0.986023	-0.959221
0.496628	0.956796
-0.332255	-0.250403
0.804254	2.72616
-0.0754723	-0.0701761
0.535813	1.10333
-0.898984	-0.751367
0.26194	0.354466
-0.951659	-0.868228
0.364849	0.570715
0.938169	4.14554
0.000885037	0.000885821
0.412763	0.694468
-0.468123	-0.326026
0.644704	1.61245
0.293252	0.414032
0.194433	0.241295
-0.472762	-0.328585
0.688467	1.86812
-0.0798669	-0.0739602
0.496323	0.95572
-0.296793	-0.229394
-0.971007	-0.917898
-0.0469069	-0.0448053
0.252968	0.33828
-0.192236	-0.161282
-0.232765	-0.188944
-0.944761	-0.851449
-0.422346	-0.300926
0.193701	0.240169
0.767754	2.42395
-0.135655	-0.119456
0.863094	3.28484
-0.234046	-0.189791
0.0662557	0.0709569
-0.979858	-0.941951
0.948485	4.27834
0.730399	2.14602
-0.125156	-0.111238
0.399274	0.657907
-0.334086	-0.251465
0.204688	0.257275
-0.00289926	-0.00289088
0.119236	0.135374
-0.921995	-0.799316
-0.243568	-0.19603
-0.533921	-0.363179
0.874691	3.40635
0.719047	2.06737
0.92822	4.02096
0.217627	0.278028
0.167943	0.201814
-0.847102	-0.658655
-0.185949	-0.156828
-0.389386	-0.282766
-0.00283822	-0.00283019
-0.8399	-0.647289
0.749565	2.28485
-0.391461	-0.283917
0.563036	1.21561
0.86578	3.31263
0.176855	0.214815
-0.567553	-0.383384
-0.441389	-0.311355
0.121433	0.138214
0.748833	2.2794
-0.499863	-0.343673
-0.397198	-0.287093
0.454268	0.816299
0.733207	2.16587
-0.537828	-0.36547
-0.61858	-0.416787
-0.106418	-0.0961838
0.780694	2.52747
0.148656	0.1746
-0.942442	-0.845912
0.990478	4.85897
-0.881527	-0.717921
0.23838	0.31275
-0.486129	-0.335992
-0.660329	-0.44764
-0.767754	-0.550165
-0.537034	-0.365004
-0.0102237	-0.0101202
0.919614	3.91591
-0.901425	-0.756241
-0.840754	-0.64862
-0.324686	-0.245989
-0.440535	-0.310887
0.0310984	0.0320965
-0.018891	-0.0185407
