180	1
0.297372	0.345078
0.494766	0.620939
0.223151	0.250027
0.204047	0.22648
1.37901	1.93197
1.65288	2.2926
0.981475	1.35847
0.907498	1.24658
1.30686	1.83206
0.837001	1.1391
1.27982	1.7941
0.198431	0.219633
1.66118	2.30307
0.737266	0.986405
1.75591	2.42064
1.04007	1.44619
1.92456	2.62154
0.789392	1.06624
1.4514	2.03017
1.26121	1.76781
0.748253	1.00323
1.62682	2.25955
1.70513	2.35804
0.127873	0.136552
1.48717	2.07793
0.724754	0.967254
0.471206	0.5866
1.63793	2.27367
1.56743	2.18326
0.547868	0.699366
1.12644	1.57373
0.349437	0.414895
0.248482	0.28184
1.51421	2.1137
0.827601	1.12472
0.558855	0.715747
0.341929	0.404679
1.08841	1.51786
0.482498	0.603019
0.637226	0.833793
0.450148	0.556179
1.31608	1.84493
1.39683	1.95634
1.3405	1.87888
1.28666	1.80372
0.112064	0.118698
0.659017	0.866904
1.90448	2.59817
0.641377	0.840092
0.615253	0.800514
0.325938	0.383083
0.737083	0.986125
0.552873	0.706822
1.92224	2.61885
0.472427	0.588371
0.521622	0.660438
1.24967	1.75145
1.51207	2.11089
1.16562	1.63081
0.542009	0.690649
1.4243	1.99365
0.675802	0.892471
1.42827	1.99902
0.0431532	0.0441085
1.4011	1.96216
1.26139	1.76807
0.252754	0.287272
1.43974	2.0145
0.761803	1.02398
1.04788	1.45782
1.72826	2.38668
1.18387	1.65722
0.990326	1.37177
0.0615864	0.0635501
1.34355	1.88311
1.10697	1.54518
0.699179	0.92815
1.14518	1.60109
1.52855	2.13256
0.0452895	0.0463429
0.00128178	0.0012826
1.09391	1.52595
1.49614	2.08983
0.56447	0.724138
1.58806	2.20992
1.67046	2.31473
1.44761	2.02509
0.592914	0.766814
1.0773	1.50145
0.811182	1.0996
0.203558	0.225883
0.778771	1.04997
0.193426	0.213559
1.33641	1.87321
0.323679	0.380051
1.38188	1.9359
1.34153	1.88032
1.47703	2.06446
1.77648	2.44571
1.51317	2.11233
1.13901	1.5921
0.529862	0.672627
0.222907	0.249724
0.534257	0.67914
1.4669	2.05094
1.95495	2.65664
0.975799	1.34992
0.429823	0.52708
1.6024	2.22836
1.22581	1.71745
0.697043	0.924887
0.965239	1.33401
1.99701	2.70466
0.747337	1.00183
1.89599	2.58825
0.441237	0.543388
1.26054	1.76686
1.1514	1.61015
0.291086	0.336815
1.8598	2.54564
0.91586	1.25928
1.28465	1.80089
0.097293	0.102268
1.3115	1.83854
1.48479	2.07477
0.199957	0.22149
1.30149	1.82454
0.399182	0.483744
0.468703	0.582971
1.46428	2.04743
1.98907	2.69565
1.50822	2.10581
1.78661	2.458
1.09531	1.52802
1.78356	2.45431
1.73772	2.39833
1.23191	1.72616
1.4398	2.01458
1.46214	2.04457
0.303842	0.35362
1.51244	2.11137
0.305551	0.355882
0.809473	1.09699
1.22898	1.72198
1.43358	2.00619
1.65996	2.30153
1.77209	2.44037
0.127445	0.136066
0.789514	1.06642
1.20725	1.69087
0.976165	1.35047
0.902738	1.23934
1.52361	2.12607
1.15757	1.61912
0.671468	0.885866
1.16611	1.63152
0.720664	0.960997
1.4995	2.09428
0.162908	0.177116
0.19129	0.210975
1.20676	1.69017
1.2429	1.74182
1.78845	2.46022
1.36497	1.91269
0.471267	0.586688
0.217597	0.243141
1.06333	1.48075
1.43101	2.00273
1.1359	1.58756
0.0302133	0.0306783
1.02182	1.41896
0.916898	1.26086
1.94171	2.64139
1.77929	2.44912
1.40477	1.96715
0.491653	0.616385
0.207099	0.230215
0.533341	0.677782
0.932585	1.28464
1.21354	1.69989
